,criterion,max_depth,max_features,min_impurity_decrease,splitter,Accuracy
270,entropy,,log2,1.0,best,0.5841194968553458
271,entropy,,log2,1.0,random,0.5841194968553458
272,entropy,,log2,2.0,best,0.5841194968553458
273,entropy,,log2,2.0,random,0.5841194968553458
274,gini,3.0,auto,4.0,best,0.5841194968553458
275,entropy,,auto,5.0,random,0.5841194968553458
276,entropy,5.0,1,3.0,random,0.5841194968553458
277,gini,3.0,auto,5.0,best,0.5841194968553458
278,entropy,10.0,10,3.0,best,0.5841194968553458
279,entropy,10.0,10,3.0,random,0.5841194968553458
280,entropy,10.0,10,4.0,best,0.5841194968553458
281,entropy,10.0,10,4.0,random,0.5841194968553458
282,entropy,10.0,10,5.0,best,0.5841194968553458
283,entropy,10.0,10,5.0,random,0.5841194968553458
284,gini,3.0,auto,5.0,random,0.5841194968553458
285,entropy,,auto,1.0,best,0.5841194968553458
286,entropy,,auto,5.0,best,0.5841194968553458
287,entropy,,auto,1.0,random,0.5841194968553458
288,entropy,,auto,2.0,best,0.5841194968553458
289,entropy,,auto,2.0,random,0.5841194968553458
290,entropy,,auto,3.0,best,0.5841194968553458
291,entropy,,auto,3.0,random,0.5841194968553458
292,entropy,,auto,4.0,best,0.5841194968553458
293,entropy,,auto,4.0,random,0.5841194968553458
294,entropy,,log2,3.0,best,0.5841194968553458
295,entropy,,log2,3.0,random,0.5841194968553458
296,entropy,,log2,4.0,best,0.5841194968553458
297,entropy,,10,1.0,best,0.5841194968553458
298,entropy,,1,3.0,random,0.5841194968553458
299,entropy,,1,4.0,best,0.5841194968553458
300,entropy,,1,4.0,random,0.5841194968553458
301,entropy,,1,5.0,best,0.5841194968553458
302,entropy,,1,5.0,random,0.5841194968553458
303,gini,3.0,auto,1.0,random,0.5841194968553458
304,gini,3.0,auto,1.0,best,0.5841194968553458
305,entropy,,10,1.0,random,0.5841194968553458
306,entropy,,log2,4.0,random,0.5841194968553458
307,entropy,,10,2.0,best,0.5841194968553458
308,entropy,,10,2.0,random,0.5841194968553458
309,entropy,,10,3.0,best,0.5841194968553458
310,entropy,,10,3.0,random,0.5841194968553458
311,entropy,,10,4.0,best,0.5841194968553458
312,entropy,,10,4.0,random,0.5841194968553458
313,entropy,,10,5.0,best,0.5841194968553458
314,entropy,,1,3.0,best,0.5841194968553458
315,entropy,,1,2.0,random,0.5841194968553458
316,entropy,,1,2.0,best,0.5841194968553458
317,entropy,,1,1.0,random,0.5841194968553458
318,entropy,,log2,5.0,best,0.5841194968553458
319,entropy,,log2,5.0,random,0.5841194968553458
320,gini,3.0,auto,2.0,random,0.5841194968553458
321,gini,3.0,auto,2.0,best,0.5841194968553458
322,entropy,,,1.0,best,0.5841194968553458
323,entropy,,,1.0,random,0.5841194968553458
324,entropy,,,2.0,best,0.5841194968553458
325,entropy,,,2.0,random,0.5841194968553458
326,entropy,,,3.0,best,0.5841194968553458
327,entropy,,,3.0,random,0.5841194968553458
328,entropy,,,4.0,best,0.5841194968553458
329,entropy,,,4.0,random,0.5841194968553458
330,entropy,,,5.0,best,0.5841194968553458
331,entropy,,,5.0,random,0.5841194968553458
332,entropy,,1,1.0,best,0.5841194968553458
333,entropy,10.0,10,2.0,random,0.5841194968553458
334,entropy,10.0,10,2.0,best,0.5841194968553458
335,entropy,10.0,10,1.0,random,0.5841194968553458
336,entropy,10.0,auto,5.0,best,0.5841194968553458
337,entropy,10.0,auto,1.0,random,0.5841194968553458
338,entropy,10.0,auto,2.0,best,0.5841194968553458
339,entropy,10.0,auto,2.0,random,0.5841194968553458
340,entropy,10.0,auto,3.0,best,0.5841194968553458
341,entropy,10.0,auto,3.0,random,0.5841194968553458
342,entropy,10.0,auto,4.0,best,0.5841194968553458
343,entropy,10.0,auto,4.0,random,0.5841194968553458
344,entropy,10.0,auto,5.0,random,0.5841194968553458
345,entropy,10.0,sqrt,4.0,best,0.5841194968553458
346,gini,3.0,sqrt,3.0,random,0.5841194968553458
347,gini,3.0,sqrt,3.0,best,0.5841194968553458
348,entropy,10.0,sqrt,1.0,best,0.5841194968553458
349,entropy,10.0,sqrt,1.0,random,0.5841194968553458
350,entropy,10.0,sqrt,2.0,best,0.5841194968553458
351,entropy,10.0,sqrt,2.0,random,0.5841194968553458
352,entropy,10.0,sqrt,3.0,best,0.5841194968553458
353,entropy,10.0,auto,1.0,best,0.5841194968553458
354,gini,3.0,sqrt,4.0,best,0.5841194968553458
355,gini,3.0,sqrt,4.0,random,0.5841194968553458
356,entropy,5.0,10,5.0,random,0.5841194968553458
357,entropy,5.0,1,4.0,best,0.5841194968553458
358,entropy,5.0,1,4.0,random,0.5841194968553458
359,entropy,5.0,1,5.0,best,0.5841194968553458
360,entropy,3.0,1,2.0,best,0.5841194968553458
361,gini,3.0,sqrt,5.0,random,0.5841194968553458
362,gini,3.0,sqrt,5.0,best,0.5841194968553458
363,entropy,5.0,10,1.0,best,0.5841194968553458
364,entropy,5.0,10,1.0,random,0.5841194968553458
365,entropy,5.0,10,2.0,best,0.5841194968553458
366,entropy,5.0,10,2.0,random,0.5841194968553458
367,entropy,5.0,10,3.0,best,0.5841194968553458
368,entropy,5.0,10,3.0,random,0.5841194968553458
369,entropy,5.0,10,4.0,best,0.5841194968553458
370,entropy,5.0,10,4.0,random,0.5841194968553458
371,entropy,5.0,10,5.0,best,0.5841194968553458
372,entropy,10.0,sqrt,3.0,random,0.5841194968553458
373,entropy,10.0,sqrt,4.0,random,0.5841194968553458
374,entropy,10.0,10,1.0,best,0.5841194968553458
375,entropy,10.0,1,1.0,random,0.5841194968553458
376,entropy,10.0,,3.0,best,0.5841194968553458
377,entropy,10.0,,3.0,random,0.5841194968553458
378,entropy,10.0,,4.0,best,0.5841194968553458
379,entropy,10.0,,4.0,random,0.5841194968553458
380,entropy,10.0,,5.0,best,0.5841194968553458
381,entropy,10.0,,5.0,random,0.5841194968553458
382,entropy,10.0,1,1.0,best,0.5841194968553458
383,entropy,10.0,1,2.0,best,0.5841194968553458
384,entropy,10.0,sqrt,5.0,best,0.5841194968553458
385,entropy,10.0,1,2.0,random,0.5841194968553458
386,entropy,10.0,1,3.0,best,0.5841194968553458
387,entropy,10.0,1,3.0,random,0.5841194968553458
388,entropy,10.0,1,4.0,best,0.5841194968553458
389,entropy,10.0,1,4.0,random,0.5841194968553458
390,entropy,10.0,1,5.0,best,0.5841194968553458
391,entropy,10.0,1,5.0,random,0.5841194968553458
392,entropy,10.0,,2.0,random,0.5841194968553458
393,entropy,10.0,,2.0,best,0.5841194968553458
394,entropy,10.0,,1.0,random,0.5841194968553458
395,entropy,10.0,,1.0,best,0.5841194968553458
396,entropy,10.0,sqrt,5.0,random,0.5841194968553458
397,gini,3.0,sqrt,2.0,random,0.5841194968553458
398,gini,3.0,sqrt,2.0,best,0.5841194968553458
399,entropy,10.0,log2,1.0,best,0.5841194968553458
400,entropy,10.0,log2,1.0,random,0.5841194968553458
401,entropy,10.0,log2,2.0,best,0.5841194968553458
402,entropy,10.0,log2,2.0,random,0.5841194968553458
403,entropy,10.0,log2,3.0,best,0.5841194968553458
404,entropy,10.0,log2,3.0,random,0.5841194968553458
405,entropy,10.0,log2,4.0,best,0.5841194968553458
406,entropy,10.0,log2,4.0,random,0.5841194968553458
407,entropy,10.0,log2,5.0,best,0.5841194968553458
408,entropy,10.0,log2,5.0,random,0.5841194968553458
409,gini,3.0,sqrt,1.0,random,0.5841194968553458
410,gini,3.0,sqrt,1.0,best,0.5841194968553458
411,entropy,3.0,1,2.0,random,0.5841194968553458
412,entropy,3.0,,3.0,best,0.5841194968553458
413,entropy,3.0,1,1.0,random,0.5841194968553458
414,gini,5.0,1,2.0,best,0.5841194968553458
415,gini,5.0,,3.0,random,0.5841194968553458
416,gini,5.0,,4.0,best,0.5841194968553458
417,gini,5.0,,4.0,random,0.5841194968553458
418,gini,5.0,,5.0,best,0.5841194968553458
419,gini,5.0,,5.0,random,0.5841194968553458
420,gini,5.0,1,1.0,best,0.5841194968553458
421,gini,5.0,1,1.0,random,0.5841194968553458
422,gini,5.0,1,2.0,random,0.5841194968553458
423,gini,5.0,sqrt,4.0,best,0.5841194968553458
424,gini,5.0,1,3.0,best,0.5841194968553458
425,gini,5.0,1,3.0,random,0.5841194968553458
426,gini,5.0,1,4.0,best,0.5841194968553458
427,gini,5.0,1,4.0,random,0.5841194968553458
428,gini,5.0,1,5.0,best,0.5841194968553458
429,gini,5.0,1,5.0,random,0.5841194968553458
430,gini,3.0,10,4.0,random,0.5841194968553458
431,gini,5.0,,3.0,best,0.5841194968553458
432,gini,5.0,,2.0,random,0.5841194968553458
433,gini,5.0,,2.0,best,0.5841194968553458
434,gini,5.0,,1.0,random,0.5841194968553458
435,gini,5.0,sqrt,5.0,best,0.5841194968553458
436,gini,5.0,sqrt,5.0,random,0.5841194968553458
437,gini,5.0,log2,1.0,best,0.5841194968553458
438,gini,5.0,log2,1.0,random,0.5841194968553458
439,gini,5.0,log2,2.0,best,0.5841194968553458
440,gini,5.0,log2,2.0,random,0.5841194968553458
441,gini,5.0,log2,3.0,best,0.5841194968553458
442,gini,5.0,log2,3.0,random,0.5841194968553458
443,gini,5.0,log2,4.0,best,0.5841194968553458
444,gini,5.0,log2,4.0,random,0.5841194968553458
445,gini,5.0,log2,5.0,best,0.5841194968553458
446,gini,5.0,log2,5.0,random,0.5841194968553458
447,gini,3.0,10,5.0,random,0.5841194968553458
448,gini,3.0,10,5.0,best,0.5841194968553458
449,gini,5.0,,1.0,best,0.5841194968553458
450,gini,3.0,10,4.0,best,0.5841194968553458
451,gini,5.0,10,1.0,best,0.5841194968553458
452,gini,5.0,10,1.0,random,0.5841194968553458
453,gini,10.0,auto,5.0,best,0.5841194968553458
454,gini,3.0,10,2.0,random,0.5841194968553458
455,gini,3.0,10,2.0,best,0.5841194968553458
456,gini,10.0,sqrt,1.0,best,0.5841194968553458
457,gini,10.0,sqrt,1.0,random,0.5841194968553458
458,gini,10.0,sqrt,2.0,best,0.5841194968553458
459,gini,10.0,sqrt,2.0,random,0.5841194968553458
460,gini,10.0,sqrt,3.0,best,0.5841194968553458
461,gini,10.0,sqrt,3.0,random,0.5841194968553458
462,gini,10.0,sqrt,4.0,best,0.5841194968553458
463,gini,10.0,sqrt,4.0,random,0.5841194968553458
464,gini,10.0,sqrt,5.0,best,0.5841194968553458
465,gini,10.0,sqrt,5.0,random,0.5841194968553458
466,gini,3.0,10,1.0,random,0.5841194968553458
467,gini,3.0,10,1.0,best,0.5841194968553458
468,gini,10.0,log2,1.0,best,0.5841194968553458
469,gini,10.0,auto,5.0,random,0.5841194968553458
470,gini,10.0,auto,4.0,random,0.5841194968553458
471,gini,5.0,10,2.0,best,0.5841194968553458
472,gini,10.0,auto,4.0,best,0.5841194968553458
473,gini,5.0,10,2.0,random,0.5841194968553458
474,gini,5.0,10,3.0,best,0.5841194968553458
475,gini,5.0,10,3.0,random,0.5841194968553458
476,gini,5.0,10,4.0,best,0.5841194968553458
477,gini,5.0,10,4.0,random,0.5841194968553458
478,gini,5.0,10,5.0,best,0.5841194968553458
479,gini,5.0,10,5.0,random,0.5841194968553458
480,gini,3.0,10,3.0,random,0.5841194968553458
481,gini,3.0,10,3.0,best,0.5841194968553458
482,gini,10.0,auto,1.0,best,0.5841194968553458
483,gini,10.0,auto,1.0,random,0.5841194968553458
484,gini,10.0,auto,2.0,best,0.5841194968553458
485,gini,10.0,auto,2.0,random,0.5841194968553458
486,gini,10.0,auto,3.0,best,0.5841194968553458
487,gini,10.0,auto,3.0,random,0.5841194968553458
488,gini,5.0,sqrt,4.0,random,0.5841194968553458
489,gini,5.0,sqrt,3.0,random,0.5841194968553458
490,gini,10.0,log2,2.0,best,0.5841194968553458
491,gini,4.0,,2.0,random,0.5841194968553458
492,gini,4.0,log2,5.0,best,0.5841194968553458
493,gini,4.0,log2,5.0,random,0.5841194968553458
494,gini,4.0,auto,4.0,random,0.5841194968553458
495,gini,4.0,auto,4.0,best,0.5841194968553458
496,gini,4.0,,1.0,best,0.5841194968553458
497,gini,4.0,,1.0,random,0.5841194968553458
498,gini,4.0,,2.0,best,0.5841194968553458
499,gini,4.0,,3.0,best,0.5841194968553458
500,gini,5.0,sqrt,3.0,best,0.5841194968553458
501,gini,4.0,,3.0,random,0.5841194968553458
502,gini,4.0,,4.0,best,0.5841194968553458
503,gini,4.0,,4.0,random,0.5841194968553458
504,gini,4.0,,5.0,best,0.5841194968553458
505,gini,4.0,,5.0,random,0.5841194968553458
506,gini,4.0,1,1.0,best,0.5841194968553458
507,gini,4.0,1,1.0,random,0.5841194968553458
508,gini,4.0,log2,4.0,random,0.5841194968553458
509,gini,4.0,log2,4.0,best,0.5841194968553458
510,gini,4.0,log2,3.0,random,0.5841194968553458
511,gini,4.0,log2,3.0,best,0.5841194968553458
512,gini,4.0,sqrt,1.0,random,0.5841194968553458
513,gini,4.0,sqrt,2.0,best,0.5841194968553458
514,gini,4.0,sqrt,2.0,random,0.5841194968553458
515,gini,4.0,sqrt,3.0,best,0.5841194968553458
516,gini,4.0,sqrt,3.0,random,0.5841194968553458
517,gini,4.0,sqrt,4.0,best,0.5841194968553458
518,gini,4.0,sqrt,4.0,random,0.5841194968553458
